#n,New period,linear_trend,multiplicative trend,White noise,AR,MA,Changing growth,Weekly freq,Monthly freq,Varying freq
704,0,-8.322170753,-0.297507638,0.109943482,-1.131183323,0.22740012,2.18E-17,0.928727506,0.393376648,0.946622651
705,0,-8.285983872,-0.284563577,-0.022826977,-1.229139454,0.108690134,-2.16E-17,0.969285373,0.487322797,0.987155417
706,0,-8.24979699,-0.27218269,-0.289164359,-1.466646444,0.169161618,2.23E-17,0.639609173,0.575929735,0.999260455
707,0,-8.213610108,-0.260340475,0.070349263,-1.179598578,0.117642061,-2.39E-17,0.065624008,0.658226667,0.998538528
708,0,-8.177423226,-0.249013495,0.343348332,-0.919419276,0.02605179,2.66E-17,-0.533427297,0.733311929,0.991432119
709,0,-8.141236345,-0.238179333,0.231990081,-0.950937142,0.045037211,-3.06E-17,-0.928727506,0.800362873,0.961056
710,0,-8.105049463,-0.227816548,-0.184019601,-1.294928024,0.051718968,3.65E-17,-0.969285373,0.858644873,0.911471945
711,0,-8.068862581,-0.21790463,0.114156979,-1.02455744,-0.00219299,-4.50E-17,-0.639609173,0.907519381,0.873568596
712,0,-8.0326757,-0.208423963,0.420352503,-0.662843742,0.121561678,5.72E-17,-0.065624008,0.946450916,0.776129037
713,0,-7.996488818,-0.199355783,0.197244806,-0.771998744,0.196394644,-7.50E-17,0.533427297,0.975012937,0.660644688
714,0,-7.960301936,-0.190682146,0.152684395,-0.754799153,0.153955076,1.01E-16,0.928727506,0.992892512,0.585317295
715,0,-7.924115054,-0.182385884,0.138932406,-0.704176126,0.110610535,-1.41E-16,0.969285373,0.99989375,0.519987223
716,0,-7.887928173,-0.174450578,-0.273843322,-1.03897235,0.192578402,2.02E-16,0.639609173,0.995939941,0.398501223
717,0,-7.851741291,-0.166860524,0.473685045,-0.348719135,0.148646005,-2.97E-16,0.065624008,0.981074407,0.256443041
718,0,-7.815554409,-0.159600701,0.083253796,-0.623103056,0.162412669,4.48E-16,-0.533427297,0.955460016,0.153798465
719,0,-7.779367528,-0.152656741,-0.471188432,-1.151927976,0.094625047,-6.95E-16,-0.928727506,0.919377405,-0.311852744
720,1,-16,-20,0.193566256,-0.489142017,0.036227873,10,0.808380556,-0.977337105,0.004997656
721,0,-15.98679736,-18.00314839,-0.071708058,-0.862177303,-0.00716425,19.44646627,0.999999415,-0.994110664,-0.088165233
722,0,-15.97359472,-16.2056676,-0.499243542,-1.112402486,0.001048187,36.74007755,0.809652486,-0.999992538,-0.397934716
723,0,-15.96039208,-14.58765194,0.456061611,-0.30002143,-0.115225407,67.37909346,0.310045827,-0.994918285,-0.703871292
724,0,-15.94718943,-13.13118313,0.188022805,-0.661497197,-0.092923244,119.8395466,-0.3079878,-0.978943499,-0.996914641
725,0,-15.93398679,-11.82013192,-0.292264888,-0.89376066,0.018450951,206.5114776,-0.808380556,-0.952243202,-0.995641357
726,0,-15.92078415,-10.63997945,0.432438741,-0.271418396,0.008229161,344.4363144,-0.999999415,-0.915109931,-0.929156054
727,0,-15.90758151,-9.577656446,0.39915776,-0.320501133,0.055569605,555.4126466,-0.809652486,-0.867950523,-0.876779177
728,0,-15.89437887,-8.621398513,0.094821,-0.341178822,0.184481517,864.8735866,-0.310045827,-0.811281668,-0.342200184
729,0,-15.88117623,-7.76061584,-0.257512823,-0.720824368,0.183720481,1298.884142,0.3079878,-0.745724241,-0.266551649
730,0,-15.86797359,-6.985775929,0.454009788,-0.055577913,0.113708463,1878.792102,0.808380556,-0.671996503,-0.188068193
731,0,-15.85477094,-6.288298035,0.499916148,0.134946398,0.17638168,2613.611927,0.999999415,-0.590906231,-0.115633541
732,0,-15.8415683,-5.660458134,0.366476826,0.106788386,0.187461599,3491.157028,0.809652486,-0.503341866,0.044876309
733,0,-15.82836566,-5.095303388,0.46974428,0.324303488,0.243829751,4470.098939,0.310045827,-0.410262783,0.138840126
734,0,-15.81516302,-4.58657515,0.206342769,0.095263469,0.316672222,5476.107133,-0.3079878,-0.312688775,0.345579815
735,0,-15.80196038,-4.128639652,0.406577932,0.52140045,0.38341503,6405.399266,-0.808380556,-0.211688883,0.442392663
736,0,-15.78875774,-3.716425616,0.486228725,0.683677399,0.366277148,7137.83127,-0.999999415,-0.108369683,0.523114637
737,0,-15.7755551,-3.345368093,0.262940746,0.564968791,0.353585705,7558.910934,-0.809652486,-0.003863163,0.699778182
738,0,-15.76235245,-3.011357911,-0.108074509,0.329353548,0.354931593,7586.419992,-0.310045827,0.100685683,0.946174423
739,0,-15.74914981,-2.710696167,-0.296680193,0.102745684,0.266249689,7194.095229,0.3079878,0.204131396,0.996017265
740,0,-15.73594717,-2.440053267,-0.160606566,0.265656749,0.147880579,6423.841746,0.808380556,0.305340602,0.974710595
741,0,-15.72274453,-2.196432053,0.069380446,0.444300315,0.007695493,5380.476038,0.999999415,0.403204433,0.952631286
742,0,-15.70954189,-1.977134609,-0.279652144,0.0549401,-0.076736699,4208.747158,0.809652486,0.496650672,0.92835873
743,0,-15.69633925,-1.779732388,0.242326105,0.512191132,-0.137973838,3059.22225,0.310045827,0.584655502,0.892822032
744,0,-15.68313661,-1.602039314,0.208979287,0.428262892,-0.080381469,2054.326023,-0.3079878,0.666254724,0.846464603
745,0,-15.66993397,-1.442087575,-0.374583416,-0.055502281,0.001598759,1265.805188,-0.808380556,0.74055432,0.802125618
746,0,-15.65673132,-1.298105831,-0.389259675,-0.066307281,0.008323863,709.8791261,-0.999999415,0.806740247,0.700737221
747,0,-15.64352868,-1.168499595,0.276870312,0.412281734,-0.086444078,358.8147455,-0.809652486,0.86408736,0.632486211
748,0,-15.63032604,-1.05183358,-0.334206482,-0.118407692,-0.059392343,161.504512,-0.310045827,0.911967351,0.568205397
749,0,-15.6171234,-0.946815802,-0.460085314,-0.273487162,-0.12413021,63.75425933,0.3079878,0.949855637,0.474517781
750,0,-15.60392076,-0.852283269,-0.346134211,-0.356850132,-0.200379239,21.63812002,0.808380556,0.977337105,0.401535676
751,0,-15.59071812,-0.767189108,-0.116653321,-0.217772259,-0.244248321,6.146209353,0.999999415,0.994110664,0.03124668
752,0,-15.57751548,-0.690590968,0.38319498,0.313341092,-0.224102798,1.405589331,0.809652486,0.999992538,-0.141143393
753,0,-15.56431283,-0.621640584,-0.215466251,-0.3639399,-0.187619957,0.243643021,0.310045827,0.994918285,-0.508302626
754,0,-15.55111019,-0.559574384,-0.31393612,-0.438172428,-0.113394004,0.028746301,-0.3079878,0.978943499,-0.633465117
755,0,-15.53790755,-0.503705034,0.481511962,0.269871636,-0.072651284,0.001800437,-0.808380556,0.952243202,-0.70963537
756,0,-15.52470491,-0.453413823,-0.261381749,-0.425993848,0.003612064,1.31E-05,-0.999999415,0.915109931,-0.770101883
757,0,-15.51150227,-0.408143817,0.438374933,0.413371124,0.005051042,-0.00000063,-0.809652486,0.867950523,-0.850433226
758,0,-15.49829963,-0.367393685,0.178745406,0.018275071,0.040896552,6.52E-08,-0.310045827,0.811281668,-0.916507132
759,0,-15.48509699,-0.330712152,0.290268693,0.232986746,0.094267858,-1.03E-08,0.3079878,0.745724241,-0.97953728
760,0,-15.47189434,-0.297692997,-0.077645986,0.051808696,0.218624804,2.22E-09,0.808380556,0.671996503,-0.996158904
761,0,-15.4586917,-0.26797056,0.345930981,0.350234772,0.133692716,-5.97E-10,0.999999415,0.590906231,-0.858260697
762,0,-15.44548906,-0.241215688,0.251860465,0.465136814,0.20822252,1.94E-10,0.809652486,0.503341866,-0.772873883
763,0,-15.43228642,-0.217132091,-0.482966026,-0.294231955,0.172837391,-7.37E-11,0.310045827,0.410262783,-0.720982857
764,0,-15.41908378,-0.195453063,-0.132356072,0.083128118,0.097388601,3.21E-11,-0.3079878,0.312688775,-0.512421855
765,0,-15.40588114,-0.175938525,0.438052267,0.517321005,-0.010012464,-1.58E-11,-0.808380556,0.211688883,-0.319963648
766,0,-15.3926785,-0.158372369,-0.029496057,0.153516677,0.016701689,8.61E-12,-0.999999415,0.108369683,0.370495697
767,0,-15.37947585,-0.142560063,0.48389886,0.738069152,0.00771175,-5.18E-12,-0.809652486,0.003863163,0.444322838
768,0,-15.36627321,-0.128326498,-0.375020696,-0.220245876,0.078099839,3.40E-12,-0.310045827,-0.100685683,0.507569814
769,0,-15.35307057,-0.11551405,-0.222601046,0.051812286,0.097786826,-2.42E-12,0.3079878,-0.204131396,0.583156691
770,0,-15.33986793,-0.103980829,-0.45762393,-0.211417481,0.068872051,1.86E-12,0.808380556,-0.305340602,0.912970089
771,0,-15.32666529,-0.093599115,-0.243553473,-0.163387139,-0.127760013,-1.53E-12,0.999999415,-0.403204433,0.962052395
772,0,-15.31346265,-0.084253937,0.366153671,0.475274337,-0.183463234,1.35E-12,0.809652486,-0.496650672,0.977745302
773,0,-15.30026001,-0.075841807,0.128265929,0.05295053,-0.208518091,-1.26E-12,0.310045827,-0.584655502,0.882509074
774,0,-15.28705736,-0.068269565,0.318639051,0.402643189,-0.079962712,1.24E-12,-0.3079878,-0.666254724,0.782458568
775,0,-15.27385472,-0.061453356,-0.1297427,-0.057317538,0.052590166,-1.30E-12,-0.808380556,-0.74055432,0.729608848
776,0,-15.26065208,-0.055317694,-0.125685714,-0.006587462,0.108953694,1.43E-12,-0.999999415,-0.806740247,0.55897309
777,0,-15.24744944,-0.049794633,0.280266528,0.474723625,0.112230662,-1.65E-12,-0.809652486,-0.86408736,0.465231348
778,0,-15.2342468,-0.044823008,-0.180975723,-0.070629939,0.060722299,2.00E-12,-0.310045827,-0.911967351,0.348576277
779,0,-15.22104416,-0.040347763,0.449833717,0.661843759,0.02673417,-2.53E-12,0.3079878,-0.949855637,-0.379256656
780,0,-15.20784152,-0.036319339,0.291331098,0.425534535,0.056866624,3.34E-12,0.808380556,-0.977337105,-0.454976531
781,0,-15.19463888,-0.032693122,-0.064256664,0.199013517,0.126541642,-4.60E-12,0.999999415,-0.994110664,-0.943674156
782,0,-15.18143623,-0.029428956,0.451206119,0.824794828,0.175160174,6.58E-12,0.809652486,-0.999992538,-0.966637351
783,0,-15.16823359,-0.026490693,-0.474340302,-0.181673754,0.180843505,-9.79E-12,0.310045827,-0.994918285,-0.988807211
784,0,-15.15503095,-0.023845794,-0.131947272,0.323066575,0.130281562,1.51E-11,-0.3079878,-0.978943499,-0.999998792
785,0,-15.14182831,-0.021464969,0.369206681,0.655050648,0.024376959,-2.41E-11,-0.808380556,-0.952243202,-0.992152804
786,0,-15.12862567,-0.019321851,-0.022754234,0.262073397,-0.018746065,3.99E-11,-0.999999415,-0.915109931,-0.912313373
787,0,-15.11542303,-0.017392707,-0.223354546,0.234631801,0.026414114,-6.81E-11,-0.809652486,-0.867950523,-0.874931046
788,0,-15.10222039,-0.015656175,-0.0844832,0.121850195,-0.043714618,1.20E-10,-0.310045827,-0.811281668,-0.759512292
789,0,-15.08901774,-0.014093022,0.412215688,0.70376172,-0.019890971,-2.19E-10,0.3079878,-0.745724241,-0.597203548
790,0,-15.0758151,-0.012685938,-0.071851757,0.298575052,0.041713962,4.10E-10,0.808380556,-0.671996503,-0.444505053
791,0,-15.06261246,-0.011419341,-0.412603033,-0.075820093,0.012252649,-7.91E-10,0.999999415,-0.590906231,0.186353953
792,0,-15.04940982,-0.010279205,0.304391951,0.578855231,-0.024982268,1.57E-09,0.809652486,-0.503341866,0.259637313
793,0,-15.03620718,-0.009252902,0.027401448,0.254739112,0.00161485,-3.21E-09,0.310045827,-0.410262783,0.331222241
794,0,-15.02300454,-0.008329069,0.047021461,0.438364787,0.016907725,6.72E-09,-0.3079878,-0.312688775,0.434843074
795,0,-15.0098019,-0.007497473,0.472750316,0.768814568,0.003284732,-1.45E-08,-0.808380556,-0.211688883,0.518881805
796,0,-14.99659925,-0.006748906,0.392309332,0.695303134,0.08011437,3.19E-08,-0.999999415,-0.108369683,0.74245164
797,0,-14.98339661,-0.006075078,-0.099461383,0.449022957,0.224252307,-7.22E-08,-0.809652486,-0.003863163,0.83304235
798,0,-14.97019397,-0.005468526,-0.471858018,0.023701756,0.19930849,1.67E-07,-0.310045827,0.100685683,0.872933551
799,0,-14.95699133,-0.004922535,-0.045461146,0.413375183,0.09748896,-0.000000397,0.3079878,0.204131396,0.933103511
800,0,-14.94378869,-0.004431056,0.195373313,0.629793712,0.011199216,9.64E-07,0.808380556,0.305340602,0.970198146
801,0,-14.93058605,-0.003988648,0.420341041,0.850591116,-0.055157821,-2.39E-06,0.999999415,0.403204433,0.979109916
802,0,-14.91738341,-0.003590411,-0.40854453,0.05528538,-0.006266578,6.08E-06,0.809652486,0.496650672,0.960739193
803,0,-14.90418076,-0.003231935,0.01654298,0.411685158,-0.004505014,-1.58E-05,0.310045827,0.584655502,0.901085338
804,0,-14.89097812,-0.00290925,0.090046898,0.50156008,0.048293275,4.18E-05,-0.3079878,0.666254724,0.850445229
805,0,-14.87777548,-0.002618783,-0.201708338,0.250444222,0.021410496,-0.000113048,-0.808380556,0.74055432,0.790560071
806,0,-14.86457284,-0.002357317,0.03233839,0.503002967,-0.016292387,0.000312056,-0.999999415,0.806740247,0.687829317
807,0,-14.8513702,-0.002121957,0.465873881,0.749179161,-0.075730886,-0.00087867,-0.809652486,0.86408736,0.54367653
808,0,-14.83816756,-0.001910095,-0.401316889,0.03746703,0.046243448,0.002522747,-0.310045827,0.911967351,0.394929213
809,0,-14.82496492,-0.001719386,-0.430523743,0.022918774,0.024070814,-0.007382694,0.3079878,0.949855637,0.222510701
810,1,-12,-10,-0.088585936,0.18360268,-0.060887777,15,0.117901667,0.991093047,0.998925001
811,0,-11.90257928,-10.22231119,-0.241551671,-0.068769828,-0.056844989,29.50900738,-0.48830116,0.999583918,0.987490667
812,0,-11.80515855,-10.44956462,-0.30863855,-0.190354678,-0.178774676,57.08618742,-0.90798954,0.997123138,0.870888644
813,0,-11.70773783,-10.68187014,-0.261819952,-0.252413634,-0.306165601,108.5665955,-0.980856777,0.983737669,0.816289108
814,0,-11.61031711,-10.91934007,-0.22038881,-0.290895816,-0.257898671,202.9184182,-0.679070064,0.959574164,0.652836314
815,0,-11.51289638,-11.16208922,0.389250966,0.262989639,-0.239438868,372.6263542,-0.117901667,0.924897363,0.569543241
816,0,-11.41547566,-11.41023496,-0.141300584,-0.24891922,-0.186352775,672.0699919,0.48830116,0.880087193,0.493220215
817,0,-11.31805494,-11.66389725,0.462545836,0.360635682,-0.117674061,1190.14866,0.90798954,0.825634604,0.418168691
818,0,-11.22063421,-11.92319875,0.11437527,0.124415184,0.011230466,2068.641739,0.980856777,0.76213619,0.352287561
819,0,-11.12321349,-12.1882648,0.465628905,0.490073801,0.14972963,3527.870776,0.679070064,0.690287652,0.277303285
820,0,-11.02579277,-12.45922357,-0.413703413,-0.225490527,0.2224164,5900.9692,0.117901667,0.610876177,0.19298206
821,0,-10.92837205,-12.73620606,-0.015178621,0.088925398,0.17481586,9677.228008,-0.48830116,0.524771816,-0.111393056
822,0,-10.83095132,-13.01934618,0.070280215,0.210185356,0.134619657,15553.29796,-0.90798954,0.432917945,-0.211224553
823,0,-10.7335306,-13.30878082,0.145078217,0.20273736,0.063137805,24488.24862,-0.980856777,0.336320934,-0.459814854
824,0,-10.63610988,-13.60464992,0.209498747,0.33371416,-0.002362114,37754.51775,-0.679070064,0.236039121,-0.658775795
825,0,-10.53868915,-13.90709651,0.326976417,0.451938098,-0.004977868,56971.84576,-0.117901667,0.133171213,-0.77205736
826,0,-10.44126843,-14.21626684,-0.226151717,-0.012490729,0.13757141,84106.08508,0.48830116,0.028844254,-0.849033352
827,0,-10.34384771,-14.53231036,0.01984256,0.233048409,0.140858978,121410.6404,0.90798954,-0.075798728,-0.936881627
828,0,-10.24642698,-14.85537989,-0.272252869,-0.073949275,0.116049199,171287.2061,0.980856777,-0.179611244,-0.959690306
829,0,-10.14900626,-15.18563162,0.006179137,0.12161709,0.046609974,236046.7895,0.679070064,-0.281455902,-0.983195604
830,0,-10.05158554,-15.52322521,0.100566786,0.208946065,-0.056494932,317563.9356,0.117901667,-0.38021687,-0.986905371
831,0,-9.954164813,-15.86832388,0.490315122,0.549798304,-0.083539533,416837.7012,-0.48830116,-0.474812102,-0.930304505
832,0,-9.85674409,-16.22109448,0.316699683,0.486990165,0.013670545,533501.1886,-0.90798954,-0.564205193,-0.632245892
833,0,-9.759323367,-16.58170757,-0.455830972,-0.21947584,0.120196098,665353.1494,-0.980856777,-0.647416735,-0.489443772
834,0,-9.661902644,-16.95033749,0.345207385,0.578354918,0.148981826,808012.7169,-0.679070064,-0.723535043,-0.424598084
835,0,-9.564481921,-17.32716247,-0.18809381,0.051228228,0.179709619,954811.627,-0.117901667,-0.79172615,-0.356993516
836,0,-9.467061197,-17.71236469,-0.36792967,-0.18830841,0.120953319,1097027.113,0.48830116,-0.851242939,-0.221912517
837,0,-9.369640474,-18.10613039,0.04634957,0.200669811,-0.079941295,1224516.228,0.90798954,-0.901433333,-0.040604161
838,0,-9.272219751,-18.50864993,-0.342927978,-0.303332823,-0.099321874,1326739.376,0.980856777,-0.941747434,0.054249586
839,0,-9.174799028,-18.92011794,-0.341672996,-0.323353422,-0.110927116,1394068.206,0.679070064,-0.971743553,0.270699951
840,0,-9.077378305,-19.34073334,0.328329072,0.255495081,-0.244375191,1419181.999,0.117901667,-0.991093047,0.373298579
841,0,-8.979957582,-19.7706995,0.183768731,0.083059123,-0.160984189,1398294.351,-0.48830116,-0.999583918,0.604079089
842,0,-8.882536858,-20.21022428,-0.410460974,-0.435008995,-0.074271197,1331943.982,-0.90798954,-0.997123138,0.771517615
843,0,-8.785116135,-20.65952019,0.334855553,0.28296856,-0.098558917,1225143.689,-0.980856777,-0.983737669,0.851848812
844,0,-8.687695412,-21.11880445,0.457382955,0.423268808,0.031340896,1086804.611,-0.679070064,-0.959574164,0.943793513
845,0,-8.590274689,-21.58829911,0.412433951,0.461903854,0.147303786,928512.1107,-0.117901667,-0.924897363,0.972519113
846,0,-8.492853966,-22.06823117,-0.083353137,0.102442568,0.144606966,762881.987,0.48830116,-0.880087193,0.988146072
847,0,-8.395433242,-22.55883265,-0.039302473,0.151812605,0.201356182,601826.0501,0.90798954,-0.825634604,0.997446688
848,0,-8.298012519,-23.06034076,-0.302833958,-0.073203204,0.262387995,455071.983,0.980856777,-0.76213619,0.999999958
849,0,-8.200591796,-23.57299795,0.486051727,0.624274999,0.132137754,329207.7997,0.679070064,-0.690287652,0.981867237
850,0,-8.103171073,-24.09705208,0.420962891,0.596660603,0.042509853,227379.3289,0.117901667,-0.610876177,0.787814514
851,0,-8.00575035,-24.63275652,-0.474924402,-0.253734671,0.061398223,149605.024,-0.48830116,-0.524771816,0.62184777
852,0,-7.908329627,-25.18037028,0.157038067,0.399534215,0.045021541,93536.15078,-0.90798954,-0.432917945,0.404142093
853,0,-7.810908903,-25.7401581,-0.030730589,0.178673325,0.100711532,55419.02924,-0.980856777,-0.336320934,0.305918797
854,0,-7.71348818,-26.31239063,0.165623548,0.339519364,0.126517259,31021.07703,-0.679070064,-0.236039121,0.20367837
855,0,-7.616067457,-26.89734452,0.03139574,0.253920625,-0.006561324,16348.79403,-0.117901667,-0.133171213,-0.300101845
856,0,-7.518646734,-27.4953026,-0.448312684,-0.286870044,-0.009771894,8081.033732,0.48830116,-0.028844254,-0.590495409
857,0,-7.421226011,-28.10655396,-0.024203291,0.12894392,0.00546501,3729.853199,0.90798954,0.075798728,-0.686318994
858,0,-7.323805288,-28.73139412,-0.160393629,-0.08228539,-0.048719433,1599.449088,0.980856777,0.179611244,-0.746571795
859,0,-7.226384564,-29.37012517,-0.105730903,-0.098638318,-0.090650198,633.5270075,0.679070064,0.281455902,-0.828313712
860,0,-7.128963841,-30.02305593,0.334705908,0.333755196,-0.174270004,230.1970557,0.117901667,0.38021687,-0.962238071
861,0,-7.031543118,-30.69050208,0.047221474,0.038372768,-0.103088728,76.10891957,-0.48830116,0.474812102,-0.979301339
862,0,-6.934122395,-31.37278629,0.049231514,0.103086838,0.002318614,22.67225629,-0.90798954,0.564205193,-0.996656094
863,0,-6.836701672,-32.07023845,0.41016331,0.495055649,0.034580605,6.011761765,-0.980856777,0.647416735,-0.861726682
864,0,-6.739280948,-32.78319576,0.114239872,0.240356503,0.150748404,1.397293068,-0.679070064,0.723535043,-0.729255018
865,0,-6.641860225,-33.5120029,-0.420858424,-0.221150179,0.186393332,0.279030639,-0.117901667,0.79172615,-0.65020605
866,0,-6.544439502,-34.25701224,-0.195279432,-0.044788192,0.085551829,0.046587198,0.48830116,0.851242939,-0.585525841
867,0,-6.447018779,-35.01858397,0.281075423,0.350960795,0.03725182,0.006253308,0.90798954,0.901433333,-0.488666975
868,0,-6.349598056,-35.79708629,-0.395784652,-0.327700975,0.005626183,0.000634681,0.980856777,0.941747434,-0.378726638
869,0,-6.252177333,-36.59289559,0.131448889,0.1459341,-0.136510261,4.36E-05,0.679070064,0.971743553,-0.274722469
870,0,-6.154756609,-37.40639663,0.040503118,0.053258699,-0.132378212,1.57E-06,0.117901667,0.991093047,0.029711461
871,0,-6.057335886,-38.2379827,0.371858636,0.360004323,-0.014158591,5.18E-09,-0.48830116,0.999583918,0.118754506
872,0,-5.959915163,-39.08805586,0.031784103,0.136039611,0.02669886,-1.53E-10,-0.90798954,0.997123138,0.313486497
873,0,-5.86249444,-39.9570271,-0.136266774,-0.052735002,0.057052568,9.49E-12,-0.980856777,0.983737669,0.482471146
874,0,-5.765073717,-40.84531654,-0.193236793,-0.064813693,0.109680779,-9.00E-13,-0.679070064,0.959574164,0.62940247
875,0,-5.667652994,-41.75335365,-0.027380321,0.028384355,0.065806871,1.15E-13,-0.117901667,0.924897363,0.975384602
876,0,-5.57023227,-42.68157744,0.370988512,0.402987655,0.000768566,-1.84E-14,0.48830116,0.880087193,0.994309915
877,0,-5.472811547,-43.63043669,0.173427251,0.232270246,-0.03421617,3.56E-15,0.90798954,0.825634604,0.957509292
878,0,-5.375390824,-44.60039014,-0.163567709,-0.054656767,0.015026154,-8.04E-16,0.980856777,0.76213619,0.914443102
879,0,-5.277970101,-45.59190674,0.150423418,0.282434147,0.057613333,2.08E-16,0.679070064,0.690287652,0.882086978
880,0,-5.180549378,-46.60546586,0.296128643,0.427763132,0.125438267,-6.05E-17,0.117901667,0.610876177,0.73279629
881,0,-5.083128654,-47.64155754,0.273395145,0.447481685,0.149077366,1.96E-17,-0.48830116,0.524771816,0.560087642
882,0,-4.985707931,-48.7006827,0.283037761,0.522825946,0.11792605,-7.00E-18,-0.90798954,0.432917945,0.256336753
883,0,-4.888287208,-49.78335339,0.1653465,0.458447244,0.175803964,2.73E-18,-0.980856777,0.336320934,-0.384224941
884,0,-4.790866485,-50.89009307,0.147007803,0.502394196,0.255153156,-1.15E-18,-0.679070064,0.236039121,-0.480249442
885,0,-4.693445762,-52.02143681,0.302144351,0.687541663,0.250221013,5.24E-19,-0.117901667,0.133171213,-0.598188542
886,0,-4.596025039,-53.17793158,0.125114656,0.540760944,0.238289377,-2.55E-19,0.48830116,0.028844254,-0.697853115
887,0,-4.498604315,-54.36013653,0.241346515,0.684611924,0.211754985,1.33E-19,0.90798954,-0.075798728,-0.767812117
888,0,-4.401183592,-55.56862322,-0.201549262,0.276165112,0.199178833,-7.35E-20,0.980856777,-0.179611244,-0.951323901
889,0,-4.303762869,-56.80397592,0.09653083,0.530754821,0.165005085,4.31E-20,0.679070064,-0.281455902,-0.985920027
890,0,-4.206342146,-58.0667919,-0.168054345,0.262749946,0.116143597,-2.66E-20,0.117901667,-0.38021687,-0.999330688
891,0,-4.108921423,-59.35768168,-0.429927069,-0.088767591,0.042590066,1.74E-20,-0.48830116,-0.474812102,-0.994034707
892,0,-4.011500699,-60.6772694,0.337769321,0.609760161,-0.082931312,-1.19E-20,-0.90798954,-0.564205193,-0.97805174
893,0,-3.914079976,-62.02619302,0.353114233,0.573964629,-0.093635776,8.51E-21,-0.980856777,-0.647416735,-0.952568856
894,0,-3.816659253,-63.40510473,-0.419522794,-0.149855602,-0.011782634,-6.38E-21,-0.679070064,-0.723535043,-0.923591437
895,0,-3.71923853,-64.81467118,0.242269721,0.502642852,-0.05535061,4.99E-21,-0.117901667,-0.79172615,-0.82557844
896,0,-3.621817807,-66.25557388,-0.437145753,-0.200591675,0.042967777,-4.07E-21,0.48830116,-0.851242939,-0.758426571
897,0,-3.524397084,-67.72850946,0.135183028,0.295066545,0.057612216,3.45E-21,0.90798954,-0.901433333,-0.638928522
898,0,-3.42697636,-69.23419004,0.148190919,0.321898585,-0.072801962,-3.04E-21,0.980856777,-0.941747434,-0.172354483
899,0,-3.329555637,-70.77334359,0.289184688,0.381494834,-0.060304291,2.77E-21,0.679070064,-0.971743553,0.221727475
900,1,4,-6,0.480243165,0.717898753,0.104733103,17,0.398027245,0.382911114,-0.593072127
901,0,4.013755586,-6.21578865,0.099799739,0.350194013,0.102698566,32.98165296,0.861229475,0.477375333,0.102449724
902,0,4.027511172,-6.439338091,0.468287535,0.841231814,0.194877169,62.01192139,0.995471318,0.566609328,0.287788649
903,0,4.041266758,-6.670927437,0.460761341,0.968518076,0.27936683,112.8797858,0.749476952,0.649635433,0.360601733
904,0,4.055022344,-6.910845841,-0.189817132,0.435701792,0.325339331,198.7123255,0.217207864,0.725543996,0.501754416
905,0,4.06877793,-7.159392857,-0.184537539,0.434544484,0.224575016,337.9075604,-0.398027245,0.793503348,0.566528011
906,0,4.082533516,-7.416878811,0.231034895,0.851502037,0.095295534,554.3655339,-0.861229475,0.85276891,0.66811672
907,0,4.096289102,-7.683625189,0.40740338,1.182617467,0.161876975,876.2748622,-0.995471318,0.902691358,0.724854364
908,0,4.110044688,-7.95996504,-0.350152741,0.415612617,0.172841212,1332.619414,-0.749476952,0.94272373,0.793406291
909,0,4.123800274,-8.246243392,-0.064654746,0.518780837,-0.049141932,1946.790517,-0.217207864,0.972427424,0.836729995
910,0,4.13755586,-8.54281768,-0.080781494,0.616535061,-0.005854931,2727.399648,0.398027245,0.991477,0.929049398
911,0,4.151311446,-8.850058197,0.039493603,0.838760124,0.01980898,3657.632656,0.861229475,0.999663746,0.960809704
912,0,4.165067032,-9.168348549,0.384810572,1.133105843,0.026956584,4686.037514,0.995471318,0.996897967,0.931085315
913,0,4.178822618,-9.498086142,0.159230223,0.815416377,-0.004706232,5722.88906,0.749476952,0.983209965,0.872708121
914,0,4.192578204,-9.839682673,0.008759324,0.730995569,0.075545734,6646.341668,0.217207864,0.958749709,0.817893956
915,0,4.20633379,-10.19356465,-0.059575768,0.755014626,0.079289947,7320.669499,-0.398027245,0.923785191,0.75185902
916,0,4.220089376,-10.56017391,-0.160188966,0.737946331,0.077362885,7624.885259,-0.861229475,0.878699489,0.701765703
917,0,4.233844962,-10.93996819,0.47921339,1.356350095,0.06262392,7484.991203,-0.995471318,0.823986571,0.477709072
918,0,4.247600548,-11.33342168,0.129381845,1.009847346,0.113944135,6899.292104,-0.749476952,0.760245884,0.369055242
919,0,4.261356134,-11.74102564,-0.005457434,0.854229126,0.067677759,5946.137159,-0.217207864,0.688175784,0.038260552
920,0,4.27511172,-12.16328899,-0.472609353,0.433519128,0.064360325,4768.472952,0.398027245,0.608565886,-0.106500296
921,0,4.288867306,-12.60073894,-0.263799551,0.655489893,-0.056906286,3538.406705,0.861229475,0.522288413,-0.193607214
922,0,4.302622892,-13.05392168,0.429565558,1.396524938,-0.008794845,2413.685663,0.995471318,0.430288639,-0.290054374
923,0,4.316378478,-13.52340304,-0.136950911,0.774663333,0.007703207,1501.882984,0.749476952,0.333574532,-0.362017495
924,0,4.330134064,-14.00976918,-0.47808128,0.274229912,-0.080537944,844.559256,0.217207864,0.233205713,-0.480281804
925,0,4.34388965,-14.51362738,0.035280123,0.707088866,-0.19960709,424.3326055,-0.398027245,0.130281843,-0.690609558
